license_number,application_number,business_name,my_business_name_sixletters,license_type,all_packets_submitted_dt,application_fee,lic_fee_amount,dbe,cnb_dt_of_final_licensure,approved_license_type,priority_type,application_status,row_ct,business_address_1,business_address_2,business_city,business_state,business_zipcode,my_business_zipcode,,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,dph_rmd_number,name_of_rmd,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zip_code,establishment_county,square_footage_establishment,abutters_count,is_abutters_notified,massachusetts_business,dba_name,dba_registration_city,cooperative_total_canopy,cooperative_cultivation,cultivation_tier,establishment_activities,establishment_cultivation,app_create_date,my_longitude,latitude,my_latitude,longitude,disability_owned_business,lesbian_gay_bisexual_and_transgender_owned_business,minority_owned_business,veteran_owned_business,woman_owned_business,not_a_dbe,county_geocoded_column_1
MP281966,MPN281966,Regenerative LLC,Regene,Marijuana Product Manufacturer,,"1,500",0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,30 Noonan Way (formerly known as 1035 Quaker Hwy),,Uxbridge,MA,1569,01569,,679 Washington St.,Ste8#177,Attleboro,MA,2703,,,30 Noonan Way (formerly known as 1035 Quaker Hwy),,Uxbridge,MA,1569,,"538,837",7,Yes,1449557,,Attleboro,,,,,,10/16/2020 0:00,-71.59690398,(-71.59690397999998,42.0156784,42.015678397000045),,,,,,1,
MC281910,MCN281910,"Natural Agricultural Products, LLC",Natura,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,4 Main St,Suite 215,Brockton,MA,2301,02301,,4 Main St,Suite 215,Brockton,MA,2301,,,53 Spark St,,Brockton,MA,2302,,"6,000",20,Yes,1311392,Natural Agricultural Products,Brockton,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,1/7/2019 0:00,-71.01854562,(-71.01854562299997,42.10409891,42.10409891000006),,,,,,1,
MR282666,MRN282666,"THE HIGH END WELLNESS COMPANY, LLC",THE HI,Marijuana Retailer,,"1,500",0,Minority-Owned Business | Woman-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,384 DWIGHT STREET,,HOLYOKE,MA,1040,01040,,PO BOX 151,,HOLYOKE,MA,1041,,,384 DWIGHT STREET,,Holyoke,MA,1040,,"3,000",19,Yes,1429753,,,,,,,,4/30/2019 0:00,-72.6046084,(-72.60460840199994,42.20472923,42.204729231000044),,,1,,1,,
MP281541,MPN281541,"Deerfield Naturals, Inc.",Deerfi,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,10 Greenfield Road,,South Deerfield,MA,1373,01373,,10 Greenfield Road,,South Deerfield,MA,1373,,,10 Greenfield Road,,Deerfield,MA,1373,,"28,288",23,Yes,1385950,,,,,,,,11/23/2018 0:00,-72.61270616,(-72.61270615899997,42.47240372,42.47240371700008),,,,,,1,
MC281268,MCN281268,"I.N.S.A., Inc.",I.N.S.,Marijuana Cultivator,,625,"15,000",Not a DBE,11/20/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,122 Pleasant Street,Suite 144,Easthampton,MA,1027,01027,,122 Pleasant Street,Suite 144,Easthampton,MA,1027,17,INSA,122 Pleasant Street,Suite 144,Easthampton,MA,1027,,"88,000",5,Yes,1309430,,,,,"Tier 07: 50,0001 to 60,000 sq. ft",,,4/19/2018 0:00,-72.66216115,(-72.66216114799994,42.27339039,42.27339038700006),,,,,,1,
MC281611,MCN281611,"TetraMed, LLC",TetraM,Marijuana Cultivator,,600,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,30 Powder  Avenue,,Duxbury,MA,2332,02332,,30 Powder  Avenue,,Duxbury,MA,2332,,,85 Winter Street,,Gardner,MA,1440,,"55,000",41,Yes,1315054,,Duxbury,,,"Tier 04: 20,001 to 30,000 sq. ft",,,7/18/2018 0:00,-71.98670459,(-71.98670458799995,42.55677194,42.55677194300006),,,,,,1,
MP281658,MPN281658,"Heal Cultivation, LLC",Heal C,Marijuana Product Manufacturer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,70 Pulaski Street,,Warren,MA,1083,01083,,4 Irving Road,,Weston,MA,2493,,"Heal, Inc",70 Pulaski Street,,Warren,MA,1083,,"52,000",24,Yes,1364016,,,,,,,,5/1/2019 0:00,-72.23187732,(-72.23187732099996,42.20934691,42.209346905000075),,,,,,1,
MP281381,MPN281381,"Garden Remedies, Inc.",Garden,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,3/7/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,307 Airport Road,,Fitchburg,MA,1420,01420,,307 Airport Road,,Fitchburg,MA,1420,8,"Garden Remedies, Inc.",307 Airport Road,,Fitchburg,MA,1420,,"82,000",10,Yes,1112342,"Garden Remedies, Inc.",Newton,,,,,,6/5/2018 0:00,-71.76956876,(-71.76956875799995,42.56168067,42.56168066600003),,,,,,1,
MR282578,MRN282578,"HVV Massachusetts, Inc.",HVV Ma,Marijuana Retailer,,300,"5,000",Not a DBE,4/9/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,38 Great Republic Drive,,Gloucester,MA,1930,01930,,39 Country Club Way,,Ipswich,MA,1938,,"HVV Massachusetts, Inc.",38 Great Republic Drive,,Gloucester,MA,1930,,"47,322",8,Yes,1320060,,,,,,,,4/4/2019 0:00,-70.64538053,(-70.64538052799998,42.62854491,42.62854491000007),,,,,,1,
MR282814,MRN282814,Munro Associates LLC,Munro ,Marijuana Retailer,,300,"10,000",Not a DBE,11/19/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,885 BUFFINTON ST.,,SOMERSET,MA,2726,02726,,885 BUFFINTON ST.,,SOMERSET,MA,2726,,,"70 Worcester Road, Suite 225",,Webster,MA,1520,,"4,000",34,Yes,1350838,The Vault,Webster,,,,,,6/26/2019 0:00,-71.86499664,(-71.86499664199994,42.07127772,42.071277724000026),,,,,,1,
MP281907,MPN281907,Elevated Cultivation Co. LLC,Elevat,Marijuana Product Manufacturer,,"1,500",0,Minority-Owned Business,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,44 William C. Gould Jr. Way,,Kingston,MA,2364,02364,,44 William C. Gould Jr. Way,Unit C,Kingston,MA,2364,,,44 William C. Gould Jr. way,Unit C,Kingston,MA,2364,,"20,000",8,Yes,1423557,,,,,,,,6/23/2020 0:00,-70.70644713,(-70.70644713499996,41.97202903,41.97202903300007),,,1,,,,
MP281872,MPN281872,Cedar Roots LLC,Cedar ,Marijuana Product Manufacturer,,"1,500","10,000",Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,50 East Main Street,,Ware,MA,1082,01082,,12 Elm Street,,Ware,MA,1082,,,50 East Main Street,,Ware,MA,1082,,"60,000",56,Yes,1357403,,,,,,,,4/15/2020 0:00,-72.23917461,(-72.23917460599995,42.25899174,42.25899174400007),,,,,1,,
MC281313,MCN281313,"JustinCredible Cultivation, LLC",Justin,Marijuana Cultivator,,200,"1,250","Lesbian, Gay, Bisexual, and Transgender Owned Business | Minority-Owned Business | Veteran-Owned Business | Woman-Owned Business",8/6/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,116 powell road,,cummington,MA,1026,01026,,116 powell road,,cummington,MA,1026,,,116 Powell RD,,Cummington,MA,1026,,"2,000",5,Yes,1342765,"JustinCredible Cultivation, LLC",Cummington,,,"Tier 01: up to 5,000 square feet",,,4/28/2018 0:00,-72.95308192,(-72.95308191899994,42.46044337,42.460443369000075),,1,1,1,1,,
MP281300,MPN281300,"Alternative Therapies Group, Inc.",Altern,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,12/13/2018 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,10 Industrial Way,,Amesbury,MA,1913,01913,,101 Accord Park Drive,Unit 201,Norwell,MA,2061,1,"Alternative Therapies Group, Inc.",10 Industrial Way,,Amesbury,MA,1913,,"53,601",42,Yes,462086314,,,,,,,,4/17/2018 0:00,-70.90658318,(-70.90658317799995,42.85464063,42.85464063000006),,,,,,1,
MR281458,MRN281458,"berkley botanicals, llc",berkle,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,44 county street,,berkley,MA,2779,02779,,13 Bay Rd.,,Warren,RI,2885,,,44 county street,,Berkley,MA,2779,,"24,000",12,Yes,1363351,,,,,,,,5/21/2018 0:00,-71.01924501,(-71.01924500899997,41.84231762,41.84231761500007),,,,,,1,
MC281850,MCN281850,"ACK Natural, LLC",ACK Na,Marijuana Cultivator,,200,"1,250",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"50 Commonwealth Ave, Suite 1",,Boston,MA,2108,02108,,"50 Commonwealth Ave, Suite 1",,Boston,MA,2108,,"ACK Natural, LLC",17-19 Spearhead Drive,,Nantucket,MA,2554,,"11,700",61,Yes,1314951,,,,,"Tier 01: up to 5,000 square feet",,,12/12/2018 0:00,-70.05776172,(-70.05776172499998,41.26192543,41.261925430000076),,,,,,1,
MR282319,MRN282319,Trichome Health Corp.,Tricho,Marijuana Retailer,,300,"5,000",Not a DBE,10/8/2020 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,54 West Boylston St,,Worcester,MA,1606,01606,,54 West Boylston St,,Worcester,MA,1606,PCR Only,Trichome Health Corp.,62-68 W. Boylston St.,,Worcester,MA,1606,,"3,400",48,Yes,1334529,,,,,,,,1/22/2019 0:00,-71.80573608,(-71.80573608299994,42.29083187,42.29083187100008),,,,,,1,
MR282969,MRN282969,New Green LLC,New Gr,Marijuana Retailer,,"1,500","10,000",Minority-Owned Business | Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,71 main Street,,South Egremont,MA,1258,01258,,P.O. Box 22,,South Egremont,MA,1258,,,71 Main Street,,Egremont,MA,1258,,"1,000",12,Yes,1387877,Devine,Egremont,,,,,,9/3/2019 0:00,-73.41930123,(-73.41930122699995,42.16019685,42.160196850000034),,,1,,1,,
MR283001,MRN283001,"CommCan, Inc",CommCa,Marijuana Retailer,,"1,500","10,000",Woman-Owned Business,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,730 Main Street,Suite 2A,Millis,MA,2054,02054,,730 Main Street,Suite 2A,Millis,MA,2054,22,"CommCan, Inc.",150 Barney Avenue,,Rehoboth,MA,2769,,"4,000",3,Yes,1326676,,,,,,,,9/20/2019 0:00,-71.28720498,(-71.28720498199993,41.7842897,41.784289699000055),,,,,1,,
MR282715,MRN282715,MassMedicum Corp.,MassMe,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,1 Mear Road,,Holbrook,MA,2343,02343,,1 Mear Road,,Holbrook,MA,2343,52,MassMedicum Corp.,85 University Drive,,Amherst,MA,1002,,"1,700",12,Yes,1355959,,Holbrook,,,,,,5/16/2019 0:00,-72.53356909,(-72.53356908999996,42.37058949,42.37058949300007),,,,,,1,
MR282742,MRN282742,"Olde World Remedies, Inc.",Olde W,Marijuana Retailer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,50 Congress Street,Suite 420,Boston,MA,2109,02109,,50 Congress Street,Suite 420,Boston,MA,2109,,"Olde World Remedies, Inc.",953 Western Avenue,,Lynn,MA,1901,,"1,938",31,Yes,1326004,,,,,,,,5/28/2019 0:00,-70.9728293,(-70.97282930299997,42.45636594,42.45636594400003),,,,,,1,
MP281677,MPN281677,Community Growth Partners Northampton Operations LLC,Commun,Marijuana Product Manufacturer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,20 Ladd Avenue,,Northampton,MD,1060,01060,,470 Atlantic Avenue,4th Floor,Boston,MA,2210,,,20 Ladd Avenue,,Northampton,MA,1060,,"28,000",32,Yes,1372822,rebelle,Northampton,,,,,,5/24/2019 0:00,-72.66276984,(-72.66276984099994,42.31987927,42.31987927200004),,,,,,1,
MC281308,MCN281308,"Sanctuary Medicinals, Inc.",Sanctu,Marijuana Cultivator,,600,"10,000",Not a DBE,1/24/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,234 Taylor Street,,Littleton,MA,1460,01460,,234 Taylor Street,,Littleton,MA,1460,30,"Sanctuary Medicinals, Inc.",234 Taylor Street,,Littleton,MA,1460,,"36,000",17,Yes,1335444,,,,,"Tier 05: 30,001 to 40,000 sq. ft",,,4/26/2018 0:00,-71.50873164,(-71.50873164299998,42.51232576,42.51232575700004),,,,,,1,
MC281931,MCN281931,"E and J Supply, LLC",E and ,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,401 Mill Valley Road,,Belchertown,MA,1007,01007,,150 Lawndale Street,,Chicopee,MA,1013,,,401 Mill Valley Road,,Belchertown,MA,1007,,"6,574",4,Yes,1333086,"E and J Supply, LLC",Chicopee,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,1/18/2019 0:00,-72.37146669,(-72.37146668699995,42.2594952,42.259495204000075),,,,,,1,
MR282885,MRN282885,"LMCC, LLC","LMCC, ",Marijuana Retailer,,300,"5,000",Minority-Owned Business | Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,128 Myricks Street,,Berkley,MA,2779,02779,,8 Bartlett Way,,Waltham,MA,2452,,,128 Myricks Street,,Berkley,MA,2779,,"2,880",12,Yes,1359012,,,,,,,,7/24/2019 0:00,-71.0143685,(-71.01436850199997,41.83878808,41.83878807900004),,,1,,1,,
MR283323,MRN283323,"Heal Sturbridge, Inc.",Heal S,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,4 Irving Road,,Weston,MA,2493,02493,,1200 Walnut Street,,Newton Highlands,MA,2461,,"Heal, Inc.",660 Main Street,,Sturbridge,MA,1566,,"1,696",46,Yes,1401270,,,,,,,,3/3/2020 0:00,-72.12333957,(-72.12333956599997,42.11308942,42.113089424000066),,,,,,1,
MP281356,MPN281356,"East Coast Organics, LLC",East C,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,238 Shrewsbury Street,,Worcester,MA,1604,01604,,238 Shrewsbury Street,,Worcester,MA,1604,,,88 Huntoon Memorial Highway,,Leicester,MA,1524,,"90,000",11,Yes,1294101,,,,,,,,5/22/2018 0:00,-71.90715929,(-71.90715929099997,42.20752774,42.20752773900006),,,,,,1,
MR281790,MRN281790,"Greener Leaf, Inc.",Greene,Marijuana Retailer,,300,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,95 Rhode Island Avenue,,Fall River,MA,2724,02724,,105 Rhode Island Avenue,,Fall River,MA,2724,,,95 Rhode Island Avenue,,Fall River,MA,2724,,"1,244",33,Yes,1335564,,Fall River,,,,,,8/9/2018 0:00,-71.16385149,(-71.16385148599994,41.68236973,41.68236973200004),,,,,,1,
MR282621,MRN282621,"Heal Provincetown, Inc",Heal P,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,48 Shank Painter Rd,,Provincetown,MA,2657,02657,,4 Irving Road,,Weston,MA,2493,,Heal Inc.,48 Shank Painter Road,,Provincetown,MA,2657,,748,3,Yes,1364023,,,,,,,,4/20/2019 0:00,-70.19517979,(-70.19517979099999,42.04996489,42.04996489100006),,,,,,1,
MC282119,MCN282119,"Heal Cultivation, LLC",Heal C,Marijuana Cultivator,,400,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,70 Pulaski Street,,Warren,MA,1083,01083,,4 Irving Road,,Weston,MA,2493,,"Heal, Inc.",70 Pulaski Street,,Warren,MA,1083,,"52,000",24,Yes,1364016,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,4/29/2019 0:00,-72.23187732,(-72.23187732099996,42.20934691,42.209346905000075),,,,,,1,
IL281290,ILN281290,Massbiolytics Corp,Massbi,Independent Testing Laboratory,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,"20 Commercial Drive, Ste  2001",,Dracut,MA,1826,01826,,"20 Commercial Drive, Ste  2001",,Dracut,MA,1826,,,"20 Commercial Dr, Ste 2001",,Dracut,MA,1826,,800,12,Yes,1427621,Massbiolytics Corp.,Dracut,,,,,,7/3/2018 0:00,-71.25003309,(-71.25003308599997,42.70331228,42.70331228300006),,,,,,1,
MP281406,MPN281406,Baked Bean LLC,Baked ,Marijuana Product Manufacturer,,300,"5,000",Veteran-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,504 Quaker Hwy,,Uxbridge,MA,1569,01569,,504 Quaker Hwy,,Uxbridge,MA,1569,,,504 Quaker Hwy,,Uxbridge,MA,1569,,"2,990",3,Yes,1324121,,Uxbridge,,,,,,6/18/2018 0:00,-71.61914142,(-71.61914142399996,42.03818341,42.03818341300007),,,,1,,,
MC282523,MCN282523,Ten-Ten LLC,Ten-Te,Marijuana Cultivator,,300,"2,500",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,775 N. Main St,,Sheffield,MA,1257,01257,,54 Nelson Ave Ext,,Saratoga Springs,NY,12866,,,775 N. Main St,,Sheffield,MA,1257,,"6,000",10,Yes,1347065,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,12/4/2019 0:00,-73.36138328,(-73.36138328199996,42.12571047,42.12571047300003),,,,,,1,
MC282513,MCN282513,"Wellman Farm, Inc.",Wellma,Marijuana Cultivator,,"1,500",625,Minority-Owned Business | Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,26 Wellman Street,,Lowell,MA,1851,01851,,PO Box 180629,,Boston,MA,2118,,,108 West Leyden Road,,Colrain,MA,1340,,"90,000",5,Yes,1331837,N/A,,,,"Tier 01: up to 5,000 square feet",,,11/25/2019 0:00,-72.67015053,(-72.67015052599999,42.6779069,42.677906902000075),,,1,,1,,
MC281557,MCN281557,"Good Chemistry of Massachusetts, Inc.",Good C,Marijuana Cultivator,,600,"7,500",Not a DBE,2/21/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,20 William Way,,Bellingham,MA,2019,02019,,1550 Larimer Street,#296,Denver,CO,80202,A23846,"Good Chemistry of Massachusetts, Inc.",20 William Way,,Bellingham,MA,2019,,"9,000",9,Yes,1315096,,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,6/18/2018 0:00,-71.49481366,(-71.49481365999998,42.08466253,42.08466253300003),,,,,,1,
MC281610,MCN281610,"Greenerside Holdings, LLC",Greene,Marijuana Cultivator,,600,"12,500",Minority-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,62 Harold Street,,Boston,MA,2119,02119,,62 Harold Street,,Boston,MA,2119,,,180 Laurel Street,,Greenfield,MA,1301,,"40,000",44,Yes,1393734,,,,,"Tier 05: 30,001 to 40,000 sq. ft",,,7/17/2018 0:00,-72.61799279,(-72.61799279299998,42.57688267,42.57688267300006),,,1,,,,
MP281758,MPN281758,"MJ's Market, Inc.",MJ's M,Marijuana Product Manufacturer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,119 Drum Hill Road,STE 225,Chelmsford,MA,1824,01824,,119 Drum Hill Road,STE 225,Chelmsford,MA,1824,,,13 Centennial Drive,,Grafton,MA,1536,,"15,300",8,Yes,1329181,,,,,,,,9/17/2019 0:00,-71.68935881,(-71.68935880599997,42.24937343,42.24937342700008),,,,,,1,
MC281717,MCN281717,"LC Square, LLC.",LC Squ,Marijuana Cultivator,,600,"5,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,14 Fox Hill Drive,,Natick,MA,1760,01760,,14 Fox Hill Drive,,Natick,MA,1760,,,173 Howland Avenue,,Adams,MA,1220,,"37,000",19,Yes,1327445,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,9/15/2018 0:00,-73.10905698,(-73.10905698399995,42.65490595,42.65490595400007),,,,,,1,
MR283065,MRN283065,"New England Treatment Access, LLC.",New En,Marijuana Retailer,,"1,500","10,000",Not a DBE,,PROVISIONAL LICENSE,RMD PRIORITY,APPROVED,1,5 Forge Parkway,,Franklin,MA,2038,02038,,5 Forge Parkway,,Franklin,MA,2038,"002 (RMD125-R), 006 (RMD185-R)","New England Treatment Access, LLC.",162 Grove Street,,Franklin,MA,2038,,"2,200",12,Yes,1318218,,,,,,,,10/21/2019 0:00,-71.42404601,(-71.42404600599997,42.06983432,42.06983431800007),,,,,,1,
MP281453,MPN281453,"RISE Holdings, Inc.",RISE H,Marijuana Product Manufacturer,,300,"5,000",Not a DBE,4/4/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,325 W. Huron Street,Suite 700,Chicago,IL,60654,,,325 W. Huron Street,Suite 700,Chicago,IL,60654,32,"RISE Holdings, Inc.",28 Appleton Street,,Holyoke,MA,1040,,"100,000",35,Yes,1324646,,Holyoke,,,,,,7/31/2018 0:00,-72.60115246,(-72.60115245899993,42.19895712,42.19895711700008),,,,,,1,
MC281593,MCN281593,Crabgrass LLC,Crabgr,Marijuana Cultivator,,600,"22,500",Woman-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,830-894 Main Street,,Clinton,MA,1510,01510,,27 Puritan Park,,Swampscott,MA,1907,,,830-894 Main Street,,Clinton,MA,1510,,"68,400",14,Yes,1359349,,,,,"Tier 03: 10,001 to 20,000 sq. ft",,,7/6/2018 0:00,-71.68826706,(-71.68826706299996,42.42722358,42.42722358200007),,,,,1,,
MP281879,MPN281879,"Major Bloom, LLC",Major ,Marijuana Product Manufacturer,,0,"5,000",Not a DBE,,PROVISIONAL LICENSE,ECONOMIC EMPOWERMENT,APPROVED,1,76 Millbury Street,,Worcester,MA,1610,01610,,50 Loring Street,,Hyde Park,MA,2136,,,76 Millbury Street,,Worcester,MA,1610,,500,43,Yes,1314520,,,,,,,,4/25/2020 0:00,-71.79904741,(-71.79904740899997,42.25330714,42.253307138000025),,,,,,1,
MR281816,MRN281816,"Suns Mass II, LLC",Suns M,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,56 Millbrook Street,,Worcester,MA,1606,01606,,56 Millbrook Street,,Worcester,MA,1606,,N/A,56 Millbrook Street,,Worcester,MA,1606,,"7,654",31,Yes,1340151,Harvest,,,,,,,8/20/2018 0:00,-71.80154954,(-71.80154954499994,42.28722965,42.28722965400004),,,,,,1,
MC281505,MCN281505,"Central Ave Compassionate Care, Inc.",Centra,Marijuana Cultivator,,200,"1,250",Not a DBE,5/30/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,31 Central Ave,,Ayer,MA,1432,01432,,31 Central Ave,,Ayer,MA,1432,4,"Central Ave Compassionate Care, Inc.",31 Central Ave,,Ayer,MA,1432,,"2,000",39,Yes,462786590,,,,,"Tier 01: up to 5,000 square feet",,,5/31/2018 0:00,-71.58374171,(-71.58374171299994,42.55897524,42.55897524000005),,,,,,1,
MC281949,MCN281949,"Berkshire Welco, LLC",Berksh,Marijuana Cultivator,,300,"17,500",Not a DBE,11/19/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,264 Main St.,3rd Floor,Great Barrington,MA,1230,01230,,490 Main Street,,Great Barringtin,MA,1230,,,89-93 Ashley Falls Road,,Sheffield,MA,1257,,"85,000",12,Yes,1317151,The Pass,Sheffield,,,"Tier 07: 50,0001 to 60,000 sq. ft",,,1/28/2019 0:00,-73.34395378,(-73.34395378499994,42.08533933,42.08533933000007),,,,,,1,
MP281662,MPN281662,HIGHMINDED LLC,HIGHMI,Marijuana Product Manufacturer,,300,"10,000","Lesbian, Gay, Bisexual, and Transgender Owned Business",11/19/2020 0:00,FINAL LICENSE,GENERAL APPLICANT,APPROVED,1,126 Main Street,,Great Barrington,MA,1230,01230,,126 Main Street,,Great Barrington,MA,1230,,,126 Main Street,,Great Barrington,MA,1230,,"1,827",20,Yes,1332869,FARNSWORTH,Great Barrington,,,,,,5/8/2019 0:00,-73.36040713,(-73.36040712599998,42.19947227,42.19947226900007),,1,,,,,
MR282669,MRN282669,"Nature's Embrace, Inc.",Nature,Marijuana Retailer,,300,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,221 Oak Street,Box 148,Brockton,MA,2301,02301,,221 Oak Street,Box 148,Brockton,MA,2301,,,747 Centre Street,,Brockton,MA,2302,,"2,994",29,Yes,1345736,,,,,,,,5/1/2019 0:00,-70.98799149,(-70.98799149099995,42.08620556,42.086205558000074),,,,,,1,
MC281446,MCN281446,"M3 Ventures, Inc.",M3 Ven,Marijuana Cultivator,,400,"2,500",Not a DBE,9/13/2019 0:00,FINAL LICENSE,RMD PRIORITY,APPROVED,1,9 Collins Avenue,,Plymouth,MA,2360,02360,,9 Collins Avenue,,Plymouth,MA,2360,RMD 18 and RMD 29,"M3 Ventures, Inc.",9 Collins Avenue,,Plymouth,MA,2360,,"46,000",11,Yes,1102121,Triple M,,,,"Tier 02: 5,001 to 10,000 sq. ft.",,,5/16/2018 0:00,-70.69127882,(-70.69127882399994,41.96038728,41.960387282000056),,,,,,1,
MR281550,MRN281550,4bros Inc,4bros ,Marijuana Retailer,,300,0,Not a DBE,,PROVISIONAL CONSIDERATION,GENERAL APPLICANT,APPROVED,1,630 Beaulieu Street,,Holyoke,MA,1040,01040,,630 Beaulieu Street,,Holyoke,MA,1040,RMD1325,4bros Inc,630 Beaulieu Street,,Holyoke,MA,1040,,"31,500",9,Yes,1283676,East Coast Pharms,Holyoke,,,,,,6/5/2018 0:00,-72.61703717,(-72.61703717199998,42.19219795,42.19219795100003),,,,,,1,
MR282818,MRN282818,Tigertown LLC,Tigert,Marijuana Retailer,,300,"10,000",Veteran-Owned Business,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,56 Jackson Street,,Holyoke,MA,1040,01040,,56 Jackson Street,,Holyoke,MA,1040,,,56 Jackson Street,,Holyoke,MA,1040,,"5,000",11,Yes,1363642,Dazed Cannabis,Holyoke,,,,,,6/28/2019 0:00,-72.612233,(-72.61223299999995,42.19570553,42.19570552600004),,,,1,,,
MC281599,MCN281599,Native Sun Wellness,Native,Marijuana Cultivator,,600,"10,000",Not a DBE,,PROVISIONAL LICENSE,GENERAL APPLICANT,APPROVED,1,77 Rumford Ave,Suite 7,Waltham,MA,2453,02453,,77 Rumford Ave,,Waltham,MA,2453,,"Native Sun Wellness, Inc",140 Industrial Road,,Fitchburg,MA,1420,,"70,000",7,Yes,1334989,,,,,"Tier 05: 30,001 to 40,000 sq. ft",,,7/11/2018 0:00,-71.8574132,(-71.85741319899995,42.56238294,42.562382944000035),,,,,,1,
